procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 6  0 127776   7588   9648  26028   56    0   200     0 2592 2625 58 40  2  0
 5  1 127916   8240   9060  25668    0  140     0  1236 2914 2845 56 42  2  0
^C 6  0 127880   8340   8856  25968   28    0    28     0 2461 2712 53 46  2  0
 2  1 127876   8040   8860  26524   32    0   236    44 2689 3013 55 44  2  0
 1  0 127828   7528   8864  26808   88    0    88     4 2547 2576 56 40  4  0
 5  0 128320   8092   8532  26800  308  592   308   592 3049 3030 55 43  2  0
 2  0 128308   7772   8532  27216    0    0    60  2316 2480 2974 54 46  1  0
 6  0 128276   8308   7488  27244   44    0    44     0 3018 2747 56 41  3  0
 5  0 128276   8200   7496  27564    0    0     0    40 2478 3006 54 45  2  0
 5  0 128232   8068   7496  27888   44    0    44     0 2564 2633 58 40  2  0
 7  0 128204   7812   7496  28236   32    0    32     0 2559 2822 54 44  3  0
 7  0 128192   7432   7496  28596   48    0    48     0 2482 2481 60 38  2  0
 7  0 128160   8556   6392  28112   64    0    64     0 3254 2561 58 39  2  1
 7  0 128156   8424   6400  28408    4    0     4    28 2352 2395 54 44  2  0
 7  0 128152   8184   6400  28748    0    0     0     0 2511 2506 55 43  3  0
 6  0 128116   7788   6400  29088    4    0     4     0 2343 2629 53 45  2  0
 6  1 128104   7424   6308  29148    4    0    60  1956 2808 2932 54 42  3  0
 5  1 128088   7708   6220  28560   32    0    76     0 4122 2874 52 48  0  1
 5  0 128088   8296   6228  27988    0    0     0    36 3856 3036 49 49  1  1
 4  0 128088   8008   6228  28372    0    0     0     0 2540 2833 47 53  0  0
 7  0 128064   7840   6228  28672   24    0    24     0 2218 2303 52 48  1  0
 4  0 128064   7816   6228  28996    0    0     0  1956 2503 2833 49 51  1  0
 6  0 128064   7644   6228  29336    0    0     0     0 2632 3094 45 52  2  0
 5  1 128060   7260   6224  29200    0    4     0    40 3185 3149 45 52  1  2
 6  1 128064   7724   6224  28476   40   16    40    16 3660 3034 45 51  2  2
 6  0 128080   8368   6224  28092   64   28    64  1984 3468 2472 51 47  1  0
 6  0 128080   8220   6224  28384    0    0     0     0 2281 3078 49 47  5  0
MEDIA
NR:  77 CPU:  84.0133
