    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5          521
           1            0            5          481
           2            0            5          517
           3            0            5          505
           4            0            5          476
           5            0            5          432
           6            0            5          494
           7            0            5          511
           8            0            5          545
           9            0            5          387
          10            0            5          477
          11            0            5          525
          12            0            5          548
          13            0            5          548
          14            0            5          558
          15            0            5          568

TOT.MUESTRAS        MEDIA:
          16            0            5      505.812
