procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  72880  10328   1136  27096  576    0   576    12 1068  941 48 14 36  2
 2  0  72964  10156   1020  25732    0   84     0   100 2298 2666 55 30 11  5
 2  0  72960  11364   1020  25736    0    0     0     0 2571 5355 38 26 36  0
 2  0  72960  11260   1020  25744    0    0     0     0 2148 3573 44 22 35  0
 1  0  72960  11300   1028  25736    0    0     0    60 1552 2991 49 19 32  0
 4  0  72960   9604   1028  25796    0    0     0  1888 2106 4131 51 28 21  0
 3  0  72960  11324   1028  25956    0    0    44     0 1726 2485 52 28 21  0
 1  0  72936  11628   1028  26048    0    0     0     0 1893 2746 41 25 33  0
 2  0  72888  10156   1028  26112   12    0    12     0 2065 3836 55 27 19  0
 1  0  72888  10764   1028  26208   32    0    32     0 1375 1585 23 18 60  0
 1  0  72888  11628   1036  26212    0    0     0    80  780  242 43 10 48  0
 2  0  72888  11764   1036  26212    0    0     0     0 1353 3118 43 14 44  0
 4  0  72888  11748   1036  26228    0    0     0     0 4163 15297 21 22 57  0
 2  0  72888  11764   1036  26240    0    0     0     0 1724 3660 51 17 32  0
 1  0  72884   8860   1036  26404    0    0     0     0 1599 3950 53 24 23  0
 1  0  72884  11724   1044  26416    0    0     0    12  917  363 43  9 47  0
 3  0  72884  11836   1044  26436    0    0     0     0 1402  993 41 21 38  0
^C 2  0  72884   8456   1044  26540    0    0     0     0 2089 3114 44 37 19  0
 2  0  72884  11504   1044  26684    0    0     0     0 1264 1134 47 19 35  0
 2  0  72884  11592   1044  26700    0    0     0     0 2283 4658 43 22 35  0
 1  0  72876  10588   1052  26896    0    0     0    12 1717 1969 56 28 16  0
 1  0  72876  11588   1052  26920    0    0     0     0 2072 3446 41 22 37  0
 2  0  72876   8468   1052  27108    0    0     0     0 2066 3637 49 31 19  0
 2  0  72856  11236   1052  27148   16    0    16     0 3921 8539 34 22 43  0
 1  0  72852   7556   1052  27396    4    0    16     0 2548 4541 46 36 17  0
 1  0  72852  11060   1060  27376    0    0     0    16  829  274 44  8 49  0
 5  0  72852  11100   1060  27392    0    0     0     0 1741 2996 49 18 34  0
 1  0  72852  10220   1060  27556   24    0    24     0 1341 1647 48 24 29  0
 3  0  72848  10796   1060  27600    0    0     0     0 2254 4023 45 25 30  0
 1  0  72848   9884   1060  27816    0    0     0     0 1563 2056 55 33 13  0
 2  0  72848  10384   1060  27852    0    0     0  1960 1063  478 45 13 41  0
 1  0  72848   9012   1068  28028    0    0     0    40 1774 2230 61 35  5  0
 2  0  72844  10236   1068  28104    0    0     0     0 1596 1420 49 21 30  0
 2  0  72844   9452   1068  28272    0    0     0     0 1830 2344 50 37 14  0
 2  0  72840  10052   1068  28312    0    0     0     0 2085 3182 48 31 21  0
 1  0  73000   9344    948  27936    0  164     0   164 2152 1995 49 33 18  0
 3  0  72972  10356    956  27868   20    0    20    28 2319 3975 48 23 29  0
 1  0  72968   8820    956  28204    0    0   128     0 1616 2140 52 32 16  0
 1  0  72968  10380    956  28232    0    0     0     0 2337 4860 37 19 44  0
 1  0  72968   8408    956  28356    0    0     0     0 1830 2042 46 34 21  0
MEDIA
NR:  75 CPU:  63.0685

