    #Muestra numJDBCCount numHTTPCount     numHTTPQ
           0            0            5          533
           1            0            5          520
           2            0            5          526
           3            0            5          531
           4            0            5          519
           5            0            5          482
           6            0            5          524
           7            0            5          537
           8            0            5          529
           9            0            5          535
          10            0            5          530
          11            0            5          509
          12            0            5          484
          13            0            5          533
          14            0            5          528
          15            0            5          483

TOT.MUESTRAS        MEDIA:
          16            0            5      518.938
