Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,30000,10082,3123,18453,39986,130675,1,387436,3.030%,65.35777,127.31,0.00
/P1-base/procesapago,30000,9339,3084,17534,35903,130490,3,400114,2.600%,65.27600,57.68,0.00
TOTAL,60000,9711,3104,17995,37231,130606,1,400114,2.815%,129.92581,183.94,0.00
