procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  76036  14204   1156  24248    0    0     0     0 1812 2396 47 34 19  0
 2  0  76036  15348   1156  24336    0    0     0     0 1028  794 49 17 35  0
 2  0  76020  15404   1156  24352   36    0    36     0 2680 6566 40 26 34  0
 1  0  76020  15468   1164  24424    0    0     0    40 2367 8066 42 17 42  0
 2  0  76016  14140   1164  24660    0    0     0     0 1650 4810 62 23 15  0
 1  0  76016  15188   1164  24672    0    0     0     0 1029  690 50 11 39  0
 5  0  76016  14684   1164  24772   28    0    28     0 1768 1820 52 27 21  0
 2  0  76012  14840   1164  24940    4    0     4     0 1217 1426 51 20 30  0
 3  0  76012  14840   1164  24952    0    0     0     0 1493 2114 56 21 23  0
^C 1  0  76012  14828   1172  25168    0    0     0    12 1351 2019 52 23 25  0
 2  0  76012  14640   1172  25204    0    0     0     0 1270  956 44 19 38  0
 3  0  76008  14452   1172  25428    0    0     0     0 1241 2426 58 18 23  0
 1  0  76008  14248   1172  25556    0    0     0     0 1262 2381 51 20 29  0
 2  0  75980  14944   1172  23860   24    0    64     0 2021 2727 54 33 14  0
 2  0  75980  15384   1180  24036    0    0     0    36 1323 1730 51 19 31  0
 3  0  75940  15292   1180  24148   64    0   112     0 1813 1850 51 28 21  0
 1  0  75940  15048   1180  24336    0    0     0     0 1455 1562 43 24 33  0
 3  0  75928  15184   1180  24356   24    0    24    12 1583 1569 54 20 26  0
 1  0  75920  14156   1180  24512   36    0    36     0 2290 3150 48 37 16  0
 3  0  75920  15140   1188  24632    0    0     0    16 1547 1430 41 19 40  0
 1  0  75920  14488   1188  24796    0    0     0     0 2164 3701 49 35 17  0
 1  0  75920  14876   1188  24920    0    0     0     0 1546 2149 48 21 31  0
 5  0  75916  13984   1188  25124    0    0     0    16 2133 3029 50 40 10  0
 2  0  75916  14340   1188  25224    0    0     0     0 1191  473 42 15 43  0
 5  0  75916  14020   1196  25344   40    0    40    16 2321 3507 49 38 13  0
 2  0  75916  13928   1196  25524    0    0     0     0 1789 1913 51 26 24  0
 3  0  75916  14996   1200  23988    0    0     4     0 1604 4009 62 29 10  0
 1  0  75868  14464   1200  24188  312    0   312    32 1466 2174 53 24 23  0
 1  0  75868  13980   1200  24280    0    0     0     0 1582 2084 49 34 17  0
 2  0  75868  13868   1208  24480    0    0     0    40 1576 2564 56 24 19  0
 2  0  75868  14100   1208  24596    0    0     0     0 1197 1308 47 14 39  0
 4  0  75868  13908   1208  24632    0    0     0     0 1816 2131 54 27 19  0
 1  0  75868  13732   1208  24864    0    0     0     0 1605 2438 51 31 18  0
 2  0  75868  13740   1208  24876    0    0     0     0 1515 1279 52 19 29  0
 5  0  75272  10648   1216  25100  448    0   448    28 1905 2146 63 35  3  0
 2  0  75272   9484   1216  25048   32    0    32     0 1367  613 49 17 30  4
 2  0  75268   9360   1216  25108   32    0    32     0 1770 1889 52 23 24  0
 1  0  75268   9328   1216  25164    0    0     0     0 1835 5661 50 16 34  0
 2  0  75264  10624   1216  25264    4    0     4     0 1661 2403 54 27 18  0
 1  0  75264  10760   1224  25400    0    0     0    12 1364 1408 48 25 27  0
 2  0  75260  10824   1224  25420    0    0     0     0 2461 7255 43 24 34  0
 2  0  75260  10808   1224  25628    0    0     0     0 1240 2049 53 20 26  0
 1  0  75260  10840   1224  25672    0    0     0     0 1453 1171 44 18 38  0
 1  0  75260  10380   1224  25968    0    0     0     0 1591 2619 52 34 14  0
 6  0  75252  10652   1232  25968    0    0     0    32 1163 1146 52 20 28  0
 1  0  75252  10288   1232  26156    0    0     0     0 1433 1902 50 28 23  0
 3  0  75252  10408   1232  26184    0    0     0     0 1354  789 44 16 40  0
 1  0  75248   8900   1232  27020  212    0   856     0 1735 1817 46 32 22  1
 3  0  75240   9184   1232  27052    8    0     8     0 1619 1894 48 18 34  0
 2  0  75240   8732   1240  27240    0    0     0    12 1505 2296 51 35 14  0
MEDIA
NR:  93 CPU:  65.8901

