Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
/P1-base/comienzapago,40000,11702,2941,21362,67532,130778,0,437936,4.440%,81.82821,159.58,0.00
/P1-base/procesapago,40000,9924,2878,17875,42511,130418,3,410967,3.110%,81.73925,69.61,0.00
TOTAL,80000,10813,2907,18984,66238,130624,0,437936,3.775%,162.75015,228.00,0.00
