procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0  25500   9324   1168  26756    0    0     0    44 1816 2138 59 28 14  0
 2  0  25468   9236   1168  26788    0    0     0     0 2371 2930 15 16 69  0
 4  0  25468   9476   1168  26800    0    0     0     0 1140 1105  4  8 88  0
 1  1  25468   8072   1168  26800    0    0     0     0 1132  547 17 11 73  0
 8  1  25652   8196   1168  26204   40  200    40   200 3509 1119 67 19  9  6
 2  0  26480  13564   1016  23452  248  912   488  1948 14193 2120 39 30 28  4
 0  0  26376  13636   1016  23548  196    0   196     0 1935 3012  7 17 76  0
 0  0  26076  12044   1016  23592  324    0   324     0 1848 2203  8 14 79  0
 2  0  26060  11372   1016  23576   32    0    32     0 1911 1818  4 18 78  0
 1  0  26036  11048   1016  23624    0    0     0     0 2062 2480 19 19 62  0
 1  0  26004   9912   1016  23660    0    0     0     0 1088  358 43 11 47  0
 0  0  26004   9120   1024  23852    0    0     0    12 2223 2233 36 39 26  0
 0  0  26004   9160   1024  23864    0    0     0     0 2445 3511  8 19 73  0
 0  0  26004   9728   1024  23892    0    0     0     0  628  393  1  4 95  0
MEDIA
NR:  91 CPU:  39.9663

