procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0  73532  10572   1524  33736    0    0     0    36 1643 2502 43 27 31  0
 1  0  73532  10620   1524  33744    0    0     0     0 1016  316 43 12 46  0
 3  0  73532  10172   1532  33916    0    0     0    12 1847 1996 42 29 29  0
 1  0  73532  10436   1532  33940    0    0     0     0  943  408 43 12 46  0
 0  0  73532   9716   1532  34104    0    0     0     0 2064 3268 31 30 38  0
 1  0  73528   9804   1532  34144    0    0     0    16 1408 1021 36 17 48  0
 4  0  73528   9072   1532  34176    0    0     0     0 1490 1246 48 18 35  0
 2  0  73528   9524   1540  34388    0    0     0    36 1225 1485 46 22 32  0
 4  0  73528   9524   1540  34396    0    0     0     0 1689 1948 48 29 23  0
 1  0  73528   8496   1540  34548    0    0     0     0 1744 2927 35 26 39  0
 2  0  73528   9012   1540  34628    0    0     0     0 1557 1608 46 29 26  0
 4  0  73528   8988   1540  34680    0    0     0    16 2198 2868 50 25 25  0
 4  0  73528   9240   1548  34872    0    0     0    44 1667 2639 51 38 11  0
 2  0  73528   8944   1548  34960    0    0     0     0 1292  881 44 19 37  0
 1  0  73528   7868   1548  35108    0    0     0     0 2265 3019 35 36 29  0
 2  0  73528   8540   1548  35148    0    0     0  1956 1451  748 43 20 37  0
 4  1  73528   7252   1488  35336    0    0     0     0 1782 1719 47 30 24  0
MEDIA
NR:  99 CPU:  59.1959

